Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Human capital per capita (constant 2018 US$),NW.HCA.PC,Mali,MLI,2684.134038,2727.451309,2752.590017,2898.877866,2998.024627,2915.978405,3296.856852,3296.80151,3413.10911,3311.822661,3413.981032,3353.865186,3364.471484,3446.991651,3495.229933,3652.230712,3668.775695,3544.231959,3537.812016,3708.596755,3793.40603,3928.368326,4139.767168,4237.157907
Human capital per capita (constant 2018 US$),NW.HCA.PC,Malta,MLT,109617.6982,114545.1698,117977.5155,124087.2915,127253.4133,134574.3833,132620.1931,134387.301,136727.7369,133445.7535,136263.6896,137139.885,139868.0297,143328.5289,140749.724,138131.2904,154792.96,166362.0584,184243.0936,175482.4257,188150.2037,192851.8048,194926.8228,200180.2645
Human capital per capita (constant 2018 US$),NW.HCA.PC,Mauritania,MRT,11746.45495,12178.40397,11691.72038,12116.16151,12446.49152,11656.13583,11435.6921,10895.97503,10959.51896,10637.12663,10958.99494,10508.65697,9954.656523,9706.011589,9446.085064,9484.267604,9600.74231,9471.430726,9512.061257,9493.269004,9513.855605,9442.470359,9449.335053,9285.205568
Human capital per capita (constant 2018 US$),NW.HCA.PC,Mauritius,MUS,34487.2462,35367.59546,35323.52351,35860.52589,34082.38029,41040.45207,41561.00343,33356.37826,35409.18517,38258.01011,37727.4149,31332.88075,30921.01404,31558.38546,34549.31409,39155.22749,39738.34308,40693.94424,41777.88122,43129.89031,44261.51446,45814.62803,47175.32619,48658.5371
Human capital per capita (constant 2018 US$),NW.HCA.PC,Mexico,MEX,41076.35845,40598.4579,42876.59733,44696.80271,45704.74994,48696.81071,58913.21085,56567.8851,52833.73964,51430.57863,50254.00715,50766.26081,44901.92598,44572.5829,45218.88317,45107.43437,42243.8992,42398.38587,46892.56004,46420.41319,52801.65029,51868.29037,52331.62914,52431.60338
Human capital per capita (constant 2018 US$),NW.HCA.PC,Moldova,MDA,3079.19246,2981.89235,3293.41689,3331.349712,2593.299363,2570.03265,2951.662506,3443.443631,3891.041301,4051.784938,4273.099733,4558.099551,4570.174645,5285.571849,5204.410855,5141.64777,5272.954799,5519.744492,5720.540682,5739.050794,5834.639401,5999.787117,6343.781937,6718.938584
Human capital per capita (constant 2018 US$),NW.HCA.PC,Mongolia,MNG,9696.871647,9015.268838,7907.503735,10348.81378,9945.147394,9685.860747,8561.344465,8734.442601,11324.75736,11056.53859,13447.64361,11847.49287,13525.03272,17089.88618,17377.55717,12864.25046,15480.55855,16400.59072,18469.52999,19278.98344,20219.52842,19812.34087,19742.3519,20072.02297
Human capital per capita (constant 2018 US$),NW.HCA.PC,Morocco,MAR,8515.344045,9282.293085,8941.691595,9462.493589,9184.992005,9046.156255,9908.323241,9989.933306,10408.93155,10621.60843,10637.04711,11393.72439,10990.12399,11494.20757,12230.28301,12393.82186,13232.40726,13390.1432,13892.79032,13552.45025,13791.57097,13528.83265,13898.20834,14040.72198
Human capital per capita (constant 2018 US$),NW.HCA.PC,Mozambique,MOZ,1246.910796,1265.42645,1439.816576,1478.471739,1692.511794,1529.256847,2052.860895,2079.689752,1868.494325,1946.330258,2018.449505,2174.246554,2378.840146,2517.512325,2614.992408,2706.620258,2820.010242,2931.936767,3022.861396,3220.580557,3354.43632,3423.220469,3532.05599,3551.059465
Human capital per capita (constant 2018 US$),NW.HCA.PC,Namibia,NAM,34906.59907,34416.88238,33878.14294,33342.46496,32271.93208,32637.72478,30633.18857,29903.73657,31829.20986,33549.18033,34536.89603,35139.90485,36669.00549,37772.54573,39110.79573,41562.7108,43687.86879,45247.66755,46918.20437,50875.79514,49416.70419,47327.82442,46240.5126,45919.76391
Human capital per capita (constant 2018 US$),NW.HCA.PC,Nepal,NPL,4895.553914,5066.807626,5181.045129,5180.810133,5285.18281,5458.532095,5487.497875,5229.444729,5285.65003,5215.892473,5216.356615,5191.417434,5265.531776,5637.08235,4846.234533,4960.607591,5126.513111,5320.423477,5498.269596,5793.068212,6028.447186,6147.618681,6463.143184,6718.947964
Human capital per capita (constant 2018 US$),NW.HCA.PC,Netherlands,NLD,301471.6743,305608.5479,310230.9377,319370.8173,333959.2664,342802.6351,341794.8367,339266.5421,335176.5103,330621.0435,325629.4773,346030.9342,366822.1229,387286.9004,388664.0317,376743.5427,389256.9101,403253.1246,394699.0506,376178.9146,393981.3902,398204.04,406062.4016,412938.6201
Human capital per capita (constant 2018 US$),NW.HCA.PC,Nicaragua,NIC,8020.559718,8356.331472,8507.684881,8581.133505,8364.291215,8623.537092,8811.168431,10861.98999,10936.95482,11350.38686,11496.9589,11082.71289,11492.73696,11914.05759,11153.01048,10879.68084,11456.95298,11897.97155,12321.1387,12546.05526,12930.06277,13199.38105,13576.27145,12984.63171
Human capital per capita (constant 2018 US$),NW.HCA.PC,Niger,NER,3406.290709,3157.847928,2986.563847,3509.967626,3438.161025,3229.701878,3236.346473,3326.872625,3325.207717,3397.02495,3526.31216,3654.961638,3235.076972,3800.91656,3553.872134,3366.895036,3366.901064,2303.086113,2414.848133,2547.941893,2551.68153,2743.687175,2791.492107,2876.269709
Human capital per capita (constant 2018 US$),NW.HCA.PC,Nigeria,NGA,6885.309404,6962.182277,7310.384504,7343.646696,6636.802824,5686.370281,7171.942193,10961.30725,10309.76763,9786.367321,8463.712941,9381.071045,8890.81049,8867.56815,10029.21089,18791.45994,18855.51974,19166.94426,19474.45106,20158.53829,20216.55187,19415.69707,19093.42391,18976.67269
Human capital per capita (constant 2018 US$),NW.HCA.PC,North Macedonia,MKD,30152.6856,27960.52718,25886.61787,27216.46949,27893.50836,26171.36309,24181.64293,24226.69791,25606.10758,25422.22693,23404.25607,24521.67607,23963.74941,27890.94072,28355.64587,28897.74082,28374.67823,27935.35073,27148.44679,29048.43873,29447.97567,29871.83468,30032.40563,30542.6632
Human capital per capita (constant 2018 US$),NW.HCA.PC,Norway,NOR,543802.0402,551368.8587,572220.7173,622863.9703,612081.9774,549044.0119,567208.4185,598177.7904,586148.1969,572419.6959,536192.6729,527765.9924,540057.2774,527906.7826,585178.628,565142.3518,557722.0152,603210.6813,619382.1869,601504.9017,581195.3072,580110.1435,573867.4776,534177.4647
Human capital per capita (constant 2018 US$),NW.HCA.PC,Oman,OMN,80319.45621,75854.73577,79246.13039,92457.32041,84252.90052,77999.01615,81814.35778,79887.97724,77642.35214,73737.65852,66468.03466,65061.96861,70383.95325,60983.65284,84557.94167,87494.12936,84539.24674,87331.29883,85562.92659,81966.42748,79452.50264,79664.41527,76276.98793,74519.44808
Human capital per capita (constant 2018 US$),NW.HCA.PC,Pakistan,PAK,7633.026716,7870.553648,7789.755391,7716.055896,7745.035573,7656.739037,7592.050698,7496.459512,7661.086571,8402.382454,8672.067213,9141.431001,9462.208851,9535.775954,9825.159468,9828.170663,9791.506804,9894.145838,10169.69439,10221.00418,10626.90139,11026.12851,11207.66831,11631.24518
Human capital per capita (constant 2018 US$),NW.HCA.PC,Panama,PAN,44851.28803,44762.81985,46277.36527,53048.69834,52127.33494,58951.97353,55102.76247,54676.61424,57278.42421,63848.68828,58145.87456,62746.03196,70072.31347,70165.57439,65013.26289,64676.31528,65578.33906,68964.32639,69573.28217,68941.46082,71672.98456,73403.27321,76833.96568,79902.30943
Human capital per capita (constant 2018 US$),NW.HCA.PC,Papua New Guinea,PNG,13258.96185,14354.79864,13207.09806,12982.76452,12452.97766,10791.87703,10417.63506,9957.688281,9855.627826,9744.62384,10254.77866,10332.06606,10990.31877,11135.72811,11684.23828,12043.30394,12039.82559,12317.86973,12701.58403,13953.45641,15251.73438,15523.34109,15671.81829,15264.02667
Human capital per capita (constant 2018 US$),NW.HCA.PC,Paraguay,PRY,31356.52913,30957.72344,36348.97496,37101.93774,36469.85369,37639.25291,36705.46141,30909.58482,38979.99121,36066.94711,37200.50639,39936.76266,37429.25665,40840.78287,41891.33687,42155.42505,45817.75443,44987.01307,53333.68862,54641.25063,55408.08168,53481.20691,55001.35369,55924.63944
Human capital per capita (constant 2018 US$),NW.HCA.PC,Peru,PER,18579.11,18842.44381,19667.19652,18838.54412,16947.42764,17953.65525,20594.73721,23295.22593,22151.54517,24122.13617,25144.11097,29354.37899,33856.984,35357.63534,36534.0074,36867.60144,38799.41719,42629.15033,45006.90541,47070.16859,46713.64244,48178.68294,47728.87019,47999.73678
Human capital per capita (constant 2018 US$),NW.HCA.PC,Philippines,PHL,16616.06611,17028.38658,17349.61391,16546.86306,16383.45639,15561.57577,15143.13346,15165.71642,15219.95778,17439.55597,17148.50245,18422.40046,19656.99811,19745.79571,18492.51522,18879.58703,18640.32021,19259.65695,20120.06701,20376.26313,21225.3226,22333.03824,23468.49919,24559.26156
Human capital per capita (constant 2018 US$),NW.HCA.PC,Poland,POL,40669.34414,44380.69433,47742.62757,51308.28805,52487.62853,55613.5457,58470.60102,56815.45104,56907.83154,56989.56749,58354.99901,66857.47545,72814.20188,76009.36289,76405.16361,81893.52361,82189.74807,83150.32173,85530.2058,82214.12761,85769.94489,91613.57084,95012.99605,99685.12907
Human capital per capita (constant 2018 US$),NW.HCA.PC,Portugal,PRT,149177.6846,156474.3363,161439.0788,168156.5011,171784.6049,177187.8947,179760.5304,178106.0379,174495.7774,173799.311,186624.5413,179111.0127,177426.7943,177277.3791,174021.973,171786.2503,161740.8773,140096.0484,135152.7962,131432.2739,134697.2252,139153.7013,144093.4849,146921.8804
Human capital per capita (constant 2018 US$),NW.HCA.PC,Qatar,QAT,119021.6953,128503.6916,143972.903,140216.0127,130249.9795,186170.6509,206057.4298,210199.8063,183516.4875,190846.1749,155153.8621,190128.6893,192774.5159,173287.4797,246332.2026,225190.7105,183490.8802,190980.9253,205362.5934,212908.1342,212517.2375,208204.8805,203926.8451,200053.4193
Human capital per capita (constant 2018 US$),NW.HCA.PC,Romania,ROU,35785.26154,35931.23946,29838.72159,33697.19753,31358.72182,35737.39625,39583.95339,41156.74867,41497.03969,42491.92164,48052.69975,50671.11808,51519.80995,59261.62122,51064.88515,52439.10633,50940.36598,50653.54224,53128.16028,55482.53549,55817.41491,63614.12973,71099.4582,74282.40505
Human capital per capita (constant 2018 US$),NW.HCA.PC,Russia,RUS,23439.69101,22303.3832,22869.39931,21691.40612,22615.59678,24632.59272,25922.69753,28292.51859,28811.89108,31220.37366,33832.28587,41162.12973,49225.51442,52401.71031,52283.50374,51455.45295,54980.43228,57576.44298,60923.91282,62512.80309,57547.66682,59432.68335,60546.71822,61080.8499
Human capital per capita (constant 2018 US$),NW.HCA.PC,Rwanda,RWA,2273.155057,2469.160896,2683.902278,2788.02087,2806.69596,2993.418147,3116.753274,3458.203082,3500.371472,3685.26492,4046.882865,4137.755596,4489.228034,4824.784294,5022.106598,5273.468364,5495.356139,5900.516189,6047.09701,6203.32909,6556.119739,6764.671208,6854.454306,7235.30653
Human capital per capita (constant 2018 US$),NW.HCA.PC,Saudi Arabia,SAU,102901.4552,96813.77677,96323.97173,105227.3895,91775.54901,84503.95419,81828.45844,77451.05326,79507.09558,77798.14624,69733.46981,66304.44269,62331.9486,54277.3139,72092.03993,72809.0159,77014.35441,77880.5873,76745.89454,76268.07803,76101.15576,75344.50924,72973.37827,73057.68805
Human capital per capita (constant 2018 US$),NW.HCA.PC,Senegal,SEN,5127.310647,5190.135591,5756.597534,5888.650123,5731.371458,6064.27007,6174.791217,5765.047097,6169.238973,6179.436024,6822.576389,6433.46519,6531.505492,7003.269889,7368.452996,7253.006216,6873.269212,7276.230653,7293.602011,7508.294746,7868.351309,8123.738177,8539.268493,8878.181934
Human capital per capita (constant 2018 US$),NW.HCA.PC,Sierra Leone,SLE,2192.30176,2414.220442,2428.623508,2464.173945,2493.439291,2679.861658,2509.153841,3065.526848,3190.587674,2796.127598,2842.097202,2859.836192,3011.45016,3107.452291,3149.463137,3252.536565,3452.31789,3908.25843,4581.484608,4623.201021,4160.63826,4397.185522,4453.26255,4481.265321
Human capital per capita (constant 2018 US$),NW.HCA.PC,Singapore,SGP,258484.8722,267378.1223,275532.8239,276093.5938,280680.5983,296637.834,306019.5434,304794.7723,314786.4328,312273.872,323497.3088,340552.0912,352759.8331,360429.2684,357531.0394,382561.2929,396329.8322,402353.5033,413474.9652,423896.8679,428210.5054,432963.2583,449183.3146,464496.2104
Human capital per capita (constant 2018 US$),NW.HCA.PC,Slovak Republic,SVK,51429.31995,58211.8609,63098.40905,65837.8354,64148.06116,66065.3008,67974.27806,71320.39067,73437.97576,73902.26213,81717.90146,90437.28542,102552.2405,109467.1846,108034.8802,109418.3803,108815.8526,109408.5873,108835.6244,113224.239,114157.0412,120232.9835,126389.5774,130598.8527
Human capital per capita (constant 2018 US$),NW.HCA.PC,Slovenia,SVN,134536.9623,135051.8667,137970.0367,139917.4948,143322.4858,151385.9846,155314.0564,158266.9892,158996.7522,165347.436,171223.7868,189215.3567,196810.6868,215911.5595,187319.3149,193225.5693,181617.6106,180129.285,168938.3695,166185.6704,169332.2093,185791.6441,192689.2539,198898.7477
Human capital per capita (constant 2018 US$),NW.HCA.PC,Solomon Islands,SLB,19934.10161,19898.08214,18619.01864,19131.51884,18232.9181,15101.98185,13953.62885,12621.39622,12870.21303,12968.81017,13475.84637,13725.65262,14589.5311,16021.60094,15042.29671,14986.744,16493.38275,16980.61901,17965.83558,17867.26896,18034.93916,18154.62676,18225.72482,18434.11445
Human capital per capita (constant 2018 US$),NW.HCA.PC,South Africa,ZAF,28939.14922,29540.57592,29026.61858,28441.00884,28082.60978,27160.84335,28566.20688,27116.00332,26870.47325,26906.94867,27547.37534,27843.73824,29826.56533,31184.77702,31337.80152,32671.82265,33872.15914,34873.7393,35842.84859,36473.56446,36668.46992,36614.77389,36861.51464,36610.37475
Human capital per capita (constant 2018 US$),NW.HCA.PC,Spain,ESP,185167.5925,189471.1027,194778.4354,201494.8272,209216.4983,217002.244,223321.8511,224793.0876,225334.3533,223375.4709,243068.3851,237864.688,241617.7646,236544.6039,225867.3495,209229.2648,205119.8876,188653.8391,181154.5585,180331.2956,193954.2347,196957.2637,197827.5985,198350.6357
Human capital per capita (constant 2018 US$),NW.HCA.PC,Sri Lanka,LKA,4848.198491,4974.508114,5238.926108,5447.624076,5522.334007,5666.803498,5649.124082,6800.085196,7345.896187,7131.495562,8333.111136,8872.833227,9152.182306,9322.747102,9226.149281,9890.957803,10903.18631,12030.0479,12263.57802,12393.50025,14201.9506,14488.59146,14209.7312,14613.72019
Human capital per capita (constant 2018 US$),NW.HCA.PC,Suriname,SUR,14296.24019,14052.03437,14568.66759,13723.01057,13455.34203,14224.65656,13524.49165,13377.62886,13980.90478,14857.12252,15854.73486,16230.49155,16697.00743,15573.04947,16744.96606,17430.2041,17764.57239,18049.33804,18312.37353,18110.22087,16882.60787,16205.84155,16327.04026,16569.5138
Human capital per capita (constant 2018 US$),NW.HCA.PC,Sweden,SWE,257950.9354,268542.1382,274789.9302,270571.1146,281165.0229,300920.2691,311515.9878,315433.6315,317434.4135,324233.0822,329024.5379,360430.7075,375797.9613,371552.3819,361913.6381,377800.696,406504.3543,400390.5689,411125.2248,426800.3594,430997.2562,427740.3774,433407.6611,435855.8964
Human capital per capita (constant 2018 US$),NW.HCA.PC,Switzerland,CHE,665664.6982,661983.5763,664700.6119,670772.5706,677360.6352,685279.6683,707611.9751,720182.5715,702839.0427,695221.9701,701843.4651,702368.0346,709389.7296,720867.1859,722916.0178,712440.2292,726163.79,763081.6167,706795.2419,745593.5569,740603.6121,781369.1627,782761.6392,796353.0258
Human capital per capita (constant 2018 US$),NW.HCA.PC,Tajikistan,TJK,2740.719334,1980.700841,1919.94251,2062.626048,2112.510073,2238.27292,2318.82228,2301.341741,2238.239692,2088.107376,2352.065836,2449.104933,2442.132146,2489.526433,2559.841699,2767.828351,3233.710226,3387.060185,3406.417692,3907.856452,3916.167194,4108.053283,4275.609691,4432.571466
Human capital per capita (constant 2018 US$),NW.HCA.PC,Tanzania,TZA,5788.406221,5725.842439,5449.706619,5446.75991,5374.666303,5412.447798,5191.637012,5269.209497,5363.36898,5564.952844,5510.212139,5737.613245,5697.286752,6118.179413,6454.119482,6671.28906,7189.910676,6220.625985,6706.770422,6992.569367,7759.298108,8412.060321,9078.579653,9364.590263
Human capital per capita (constant 2018 US$),NW.HCA.PC,Thailand,THA,31403.21691,38909.20916,37572.32812,34836.8932,34457.81727,34686.23591,35816.24829,36938.98357,41251.50143,43080.58212,44454.99799,45246.79262,47835.59911,48713.13692,48321.37704,42376.18599,42105.97895,44524.63409,45128.3826,45006.55289,45906.44832,46979.77317,48460.01921,49159.20457
Human capital per capita (constant 2018 US$),NW.HCA.PC,The Gambia,GMB,6007.151004,5887.296829,6062.875021,6086.45892,6259.337895,6273.91154,6394.850412,5932.323649,5896.874921,5586.038135,5258.671208,4849.462567,4753.988156,4963.412421,5178.068196,5486.185001,4856.396668,4972.007314,4971.353663,4709.472645,4729.474436,4706.210217,4831.58003,4973.040048
Human capital per capita (constant 2018 US$),NW.HCA.PC,Togo,TGO,6486.484416,6978.051584,7678.477799,8048.648374,7971.182012,7748.837805,7817.783731,7876.128658,8024.551638,7536.668154,7002.812284,6883.001803,6619.331566,6792.17589,7006.819309,7236.032151,7587.578067,7838.165873,7956.707727,8077.455029,8174.260041,8484.776683,8956.161393,8996.658361
Human capital per capita (constant 2018 US$),NW.HCA.PC,Trinidad and Tobago,TTO,65997.37975,69685.84353,73425.1121,80957.88569,85059.05886,78089.80845,82749.58329,87802.25864,85460.89361,84940.16838,81418.75122,82374.59252,86731.65514,79701.45719,98060.61175,98576.50088,96997.49363,95394.95653,95849.57419,93676.26828,92394.47553,85917.87334,83521.39206,81657.5342
Human capital per capita (constant 2018 US$),NW.HCA.PC,Tunisia,TUN,10511.20511,11266.61418,11599.94489,11798.3486,12272.7717,12484.60004,12721.33747,12658.37243,13334.28783,13951.79068,13966.08676,14463.43502,15191.25047,15279.43016,15631.98232,15769.56273,16416.75716,16909.1441,16995.93201,16799.50596,16638.91273,16409.78642,16569.78425,16687.55548
Human capital per capita (constant 2018 US$),NW.HCA.PC,Turkey,TUR,5004.712376,5357.427748,5672.994187,5769.017243,5408.255947,5593.612513,5149.1928,5326.7276,5557.134937,5706.526181,5778.77368,6172.043939,7229.171266,7329.761378,6925.427129,7976.851753,8461.552287,9100.05065,9402.381013,9928.857467,10331.89576,10422.80484,11022.54688,11211.8293
Human capital per capita (constant 2018 US$),NW.HCA.PC,Turkmenistan,TKM,13558.348,14059.74977,12056.05911,12912.86438,14639.43593,15100.12463,15024.1127,14437.44049,14397.00443,14231.19539,16329.60076,17837.86006,19189.07135,21693.2078,23074.24506,24610.2785,27124.53711,30175.1332,32354.43279,34766.6447,36000.09281,37352.92518,38928.41394,40473.21113
Human capital per capita (constant 2018 US$),NW.HCA.PC,Uganda,UGA,3005.99962,3212.2895,3284.490078,3388.77783,3554.858702,3157.388477,3302.454014,3494.223203,4170.795457,4278.529048,4446.933269,3168.908517,3266.132207,3446.249678,3656.66608,3809.671974,6015.150261,6083.151244,6886.81806,7062.992672,7230.824362,7349.314865,7400.648507,7597.616956
Human capital per capita (constant 2018 US$),NW.HCA.PC,Ukraine,UKR,11864.82157,10446.24007,10450.7878,10297.87239,9562.544968,10451.49627,12051.95501,12947.01991,14492.17171,16515.57198,16621.07057,18237.63725,19462.06772,20433.835,18138.14168,19237.13654,20048.51183,21312.22576,20955.65585,18234.8335,15602.55098,15889.29104,16160.53255,16728.71633
Human capital per capita (constant 2018 US$),NW.HCA.PC,United Arab Emirates,ARE,421105.1149,418079.2951,428392.6154,439158.3876,419078.1836,408980.1785,407563.5805,390543.5567,380511.4357,370768.7964,334948.3345,322562.1078,295273.8586,259736.6336,248276.8245,220787.694,219321.8373,221989.3303,228206.4053,237606.6422,239308.5929,240188.0946,239388.7655,236805.2956
Human capital per capita (constant 2018 US$),NW.HCA.PC,United Kingdom,GBR,240428.6971,240670.0093,252158.1149,267924.7935,281848.1175,292781.9961,309154.4701,309962.8529,314337.131,321962.0718,326391.4546,328958.516,352120.519,374088.2198,342499.5237,303065.1291,307263.1612,316107.2814,314032.3143,316613.3813,311604.4283,321883.6736,325542.8194,326843.3583
Human capital per capita (constant 2018 US$),NW.HCA.PC,United States,USA,465380.0474,472876.6682,488029.9658,510888.6106,526857.2113,547481.1426,558485.1741,548836.7208,548263.6723,556501.7285,556418.6873,578853.2475,579580.7353,570473.9606,536909.6885,541550.157,549969.4677,560699.4352,565407.3724,576540.4372,590422.8811,593701.909,606250.8056,621459.5978
Human capital per capita (constant 2018 US$),NW.HCA.PC,Uruguay,URY,73893.69096,77138.4849,82905.71134,90940.36603,94614.33415,92261.8044,89133.40846,68782.38165,61678.03134,68180.58644,73169.7365,82714.8835,89579.95818,101509.8332,110166.5746,121740.167,122373.9987,125643.9041,128937.976,132564.3325,128872.8817,133400.2613,133303.2765,134637.9546
Human capital per capita (constant 2018 US$),NW.HCA.PC,Venezuela,VEN,42908.30622,43137.62777,44211.93425,49274.13302,36019.99201,36394.38879,42387.29929,35869.21539,29507.92273,34480.67004,33940.28355,40047.87026,46116.73621,43965.82585,49495.22994,39973.93939,40552.01692,46262.56198,45927.53282,52174.05141,113733.1661,136173.9424,154446.0922,172133.332
Human capital per capita (constant 2018 US$),NW.HCA.PC,Vietnam,VNM,11043.44378,11820.97921,12228.08124,13211.39169,13449.68122,13876.00437,14157.98874,14761.07096,15403.10067,14781.68113,15660.16112,15954.59692,17063.16102,18416.86109,19239.56846,16771.01202,16930.46295,17876.58451,18577.12551,19221.26205,20178.00635,20932.77126,21813.83964,22870.10326
Human capital per capita (constant 2018 US$),NW.HCA.PC,West Bank and Gaza,PSE,10489.90129,10048.81878,10743.2523,12158.00603,11705.01039,10278.98167,6679.261246,5430.215785,7005.049252,8504.273171,9463.671809,8156.389949,9867.348167,8174.470771,9209.970332,9878.829766,11195.35999,11532.22492,11482.99878,11271.10159,11311.43833,11552.96562,11542.05331,11452.14621
Human capital per capita (constant 2018 US$),NW.HCA.PC,Yemen,YEM,4687.618601,4617.870497,4713.537374,4989.677171,4911.751594,4979.259669,5078.490508,5112.172807,5184.79766,5199.836142,5350.483815,5436.555136,5324.374596,5362.230514,5553.086919,5820.582294,4978.471617,4875.123685,5022.11971,4865.670714,3461.163988,3029.205209,2807.790786,2749.96166
Human capital per capita (constant 2018 US$),NW.HCA.PC,Zambia,ZMB,8606.050193,8688.243407,8624.994091,8342.73407,8415.647581,8419.236953,8623.167494,8921.027782,8099.182448,8543.588562,9010.588941,9362.313373,10062.89179,10907.2002,11281.0026,12147.37928,11963.70294,13515.25476,14620.59172,14339.29869,14716.71445,14369.85407,14551.3668,14601.85017
Human capital per capita (constant 2018 US$),NW.HCA.PC,Zimbabwe,ZWE,19185.77071,19924.10421,19480.142,19390.85019,18907.91377,17888.37918,17543.81913,12874.46061,10278.9498,8997.915471,8992.654257,9604.317321,9079.767549,8575.792057,8008.492308,9955.051039,11608.19807,13655.16565,14049.02612,14389.59176,14340.85401,14482.47239,15033.62874,15641.47019
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Albania,ALB,3468.857628,3355.549056,2868.997317,3013.390561,3259.892876,3424.00717,3783.820546,3906.699378,2016.020283,2086.845695,2222.115456,2323.012959,2465.247472,2664.125855,2825.335574,2889.149861,2848.523019,2930.23448,2954.273064,2957.420195,2987.544541,3072.503906,3178.416525,3312.926929
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Argentina,ARG,15331.55122,15193.67119,17792.28115,19554.49323,21113.25275,21161.84955,21670.69798,14488.57404,15671.2459,13062.02838,15261.12446,15042.87831,23114.84147,25566.32568,21775.30588,24174.64461,28453.56501,29499.92893,33563.64066,30981.35515,31462.81469,30499.28166,30858.52247,29881.57581
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Armenia,ARM,1579.628515,1734.793563,1925.62276,2069.75573,2260.291254,2406.830252,2599.147455,2782.809035,3249.160974,3554.699083,4052.753783,4569.199667,5149.917589,5412.472491,4943.118369,5237.585859,5467.577395,5135.559483,5143.779054,5994.781493,6873.582889,6537.924406,6913.314918,7157.752735
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Australia,AUS,97727.23906,100863.2301,101048.7456,104540.0154,106452.5406,108324.3818,106559.6006,108962.4935,114973.5487,114261.4067,122083.9972,128649.6359,134758.8039,137967.8888,130436.1386,142935.5592,140675.0143,148509.6848,151998.6087,149698.9271,157597.2498,153843.0601,154378.8823,155716.3241
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Austria,AUT,87718.57489,86908.03294,86265.16516,87974.94302,89721.03376,90537.57362,89850.82894,89666.48325,89747.37402,89619.75766,94505.73786,92906.12023,96010.33871,98300.07279,107033.3839,109361.5914,109204.301,113627.7004,111973.0679,116939.8441,122269.1614,125569.1478,126069.8191,127556.7709
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Azerbaijan,AZE,506.4465794,417.882616,461.405569,495.4599452,573.4974645,657.384014,668.5159008,747.7595506,889.5904676,1054.686836,1196.971144,1210.917784,1324.132967,1341.079491,1746.71985,1624.030936,1453.96136,1598.631206,1756.061382,1827.203918,2037.769123,1868.257813,1858.687162,1841.522729
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Bahrain,BHR,27967.95853,27642.95688,27819.68737,30900.09334,30836.09076,26133.87793,27415.92443,27573.00451,25513.65286,23399.83857,21034.15092,19361.96099,19767.08463,18559.37996,20844.95737,20085.59053,18609.95517,20083.36772,20654.61213,21696.47092,21452.88693,21034.68621,20355.7046,19295.36846
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Bangladesh,BGD,298.0111826,301.9488187,316.6715925,324.1889123,337.8245206,354.7396031,361.4263824,366.8484704,389.8701619,392.4445091,406.0455996,365.04865,389.0369878,425.6635788,452.4860192,466.1827061,480.8643537,500.5274287,530.7058007,562.1582701,616.1021218,648.2055375,671.7737544,711.7721035
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Belarus,BLR,5604.168184,5632.945224,6130.594064,7201.370573,7291.553191,7830.695124,9059.739403,9227.843849,8428.879569,9551.584772,11042.60874,12701.24228,13504.64317,14397.1457,15387.95947,17107.34542,15308.91508,16547.41146,19333.05787,19051.6153,17563.31643,16877.19316,17213.43597,17377.14116
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Belgium,BEL,86243.65808,86723.19469,88519.27308,89287.86905,92664.39121,94040.95482,96573.53779,97716.32777,96930.90909,96945.3286,100474.9246,101126.6553,109913.6438,112812.4225,104739.9365,116687.1613,126679.8449,124026.398,124977.8081,121239.7313,119161.5214,122883.1631,124074.9598,124679.8581
"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,Belize,BLZ,4808.24556,4743.25385,5121.476717,5130.694794,5384.54599,5957.043775,6108.023353,6221.803573,6594.840257,6577.051655,6542.300354,6611.276027,6495.542019,6443.321174,6609.896915,6420.892132,6353.210038,6374.512041,6321.693733,6371.270948,6319.933456,6117.27577,6102.105383,6093.677028
