Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Human capital (constant 2018 US$),NW.HCA.TO,Albania,ALB,44861001530,43430547992,37131131819,38792147742,42196257452,43611277219,47629933713,48529940024,52074804529,52251375959,54424482556,56861772240,59397609546,63436725070,66109242012,68056509547,68535249253,70752286970,71600306391,72487665594,73727868222,75716975793,78045555079,81214984640
Human capital (constant 2018 US$),NW.HCA.TO,Argentina,ARG,1.37855E+12,1.40471E+12,1.55117E+12,1.7414E+12,1.79004E+12,1.84136E+12,1.83323E+12,1.28431E+12,1.36053E+12,1.22971E+12,1.41126E+12,1.59695E+12,2.09974E+12,2.209E+12,2.04592E+12,2.41921E+12,2.95345E+12,2.96889E+12,3.18036E+12,3.12811E+12,3.21585E+12,3.15301E+12,3.22663E+12,3.15994E+12
Human capital (constant 2018 US$),NW.HCA.TO,Armenia,ARM,31162180567,32446809421,32562110893,35586495233,35852007081,36048138201,40542852801,42916804538,48169633479,53747162358,57398808187,63797827265,70864265546,71420229691,57953798679,60834929642,67294780252,70261394408,72147699696,73201068526,80113388040,76522388252,81504751657,84936407008
Human capital (constant 2018 US$),NW.HCA.TO,Australia,AUS,5.65711E+12,5.91611E+12,6.03646E+12,6.26521E+12,6.43226E+12,6.58307E+12,6.71367E+12,6.84722E+12,7.25725E+12,7.53621E+12,7.81929E+12,8.11119E+12,8.43765E+12,8.62858E+12,8.82447E+12,9.24202E+12,9.78892E+12,1.03164E+13,1.04955E+13,1.09371E+13,1.13248E+13,1.12677E+13,1.1503E+13,1.17879E+13
Human capital (constant 2018 US$),NW.HCA.TO,Austria,AUT,2.22685E+12,2.20598E+12,2.18531E+12,2.23164E+12,2.27984E+12,2.30108E+12,2.28695E+12,2.29071E+12,2.30082E+12,2.3052E+12,2.34024E+12,2.33878E+12,2.50163E+12,2.60146E+12,2.62933E+12,2.60334E+12,2.68648E+12,2.84744E+12,2.83593E+12,2.77453E+12,2.89992E+12,3.00628E+12,3.04663E+12,3.10569E+12
Human capital (constant 2018 US$),NW.HCA.TO,Azerbaijan,AZE,27450086133,25216600871,24495851066,25402280368,28654949747,30684089751,31478624525,34266809073,38282360571,42812412842,48066760298,49570197081,55741266194,56132136742,72758388006,68530441552,62030263819,67885909330,75380065190,78910540804,89918147795,82469321798,83027321134,83168555102
Human capital (constant 2018 US$),NW.HCA.TO,Bahrain,BHR,59424574700,60232350006,61732413450,70141295857,72415324152,64225918195,72179360133,77899285611,77903051968,77563365470,76250217053,77671424115,88084887584,90675162542,1.09543E+11,1.106E+11,1.04978E+11,1.13913E+11,1.17248E+11,1.24676E+11,1.2737E+11,1.33247E+11,1.39538E+11,1.43432E+11
Human capital (constant 2018 US$),NW.HCA.TO,Bangladesh,BGD,6.65132E+11,6.96076E+11,7.27925E+11,7.59453E+11,7.9091E+11,8.25308E+11,8.57314E+11,8.62773E+11,8.93263E+11,8.94146E+11,9.35039E+11,9.69454E+11,1.03665E+12,1.12568E+12,1.19912E+12,1.25609E+12,1.32904E+12,1.40386E+12,1.49874E+12,1.58891E+12,1.74408E+12,1.8544E+12,1.94772E+12,2.08705E+12
Human capital (constant 2018 US$),NW.HCA.TO,Belarus,BLR,1.35923E+11,1.38856E+11,1.46583E+11,1.71054E+11,1.75792E+11,1.87347E+11,2.10467E+11,2.14074E+11,2.0122E+11,2.26388E+11,2.48608E+11,2.81447E+11,2.98036E+11,3.13299E+11,3.35075E+11,3.765E+11,3.34518E+11,3.6604E+11,4.30338E+11,4.22856E+11,3.89308E+11,3.75617E+11,3.83378E+11,3.86912E+11
Human capital (constant 2018 US$),NW.HCA.TO,Belgium,BEL,2.50305E+12,2.5276E+12,2.59075E+12,2.61803E+12,2.72263E+12,2.77027E+12,2.85224E+12,2.88607E+12,2.87507E+12,2.88482E+12,2.89745E+12,3.03544E+12,3.28308E+12,3.28661E+12,3.17908E+12,3.26944E+12,3.51145E+12,3.53535E+12,3.57714E+12,3.5314E+12,3.521E+12,3.54382E+12,3.59602E+12,3.63786E+12
Human capital (constant 2018 US$),NW.HCA.TO,Belize,BLZ,3626734202,3687013784,3926109921,4034181008,4394188867,4949155430,5195655818,5425712703,5997464315,6207568485,6279926545,6467609889,6447611002,6607263646,6812813188,6823042492,6912100760,7076522284,7139699072,7348016610,7381274473,7311074568,7439674463,7575913865
Human capital (constant 2018 US$),NW.HCA.TO,Benin,BEN,53114355216,54174232926,58088464077,59810145606,62933401925,67560411651,72467357055,74866800449,77658075277,81323460624,83328178891,86711523222,90265711411,95615223073,98574288039,1.0053E+11,1.0472E+11,1.09287E+11,1.17075E+11,1.2479E+11,1.27199E+11,1.32496E+11,1.39708E+11,1.49054E+11
Human capital (constant 2018 US$),NW.HCA.TO,Bolivia,BOL,1.34192E+11,1.42561E+11,1.49715E+11,1.48101E+11,1.57966E+11,1.66855E+11,1.75833E+11,1.68757E+11,1.81132E+11,1.59733E+11,1.5515E+11,1.47839E+11,1.51507E+11,1.40773E+11,1.62078E+11,1.74748E+11,1.78766E+11,1.8637E+11,1.98834E+11,2.2521E+11,2.21663E+11,2.73135E+11,2.74136E+11,2.85483E+11
Human capital (constant 2018 US$),NW.HCA.TO,Bosnia and Herzegovina,BIH,14212640229,27855522030,37446966223,43355073444,49148611817,51901692825,53989372481,56244273378,58764025897,62825497457,67816028003,69928169608,74220439841,80825274487,80964863654,79016302067,78831411701,77220182007,78773423927,78354467453,80054408512,82145596917,83810444869,86568173438
Human capital (constant 2018 US$),NW.HCA.TO,Botswana,BWA,45214352409,43256417573,39423626206,39810364943,43111249390,38891632985,38383058443,40969003397,42702182217,44724341808,49991368872,56886752360,62528606735,67112861974,62235440357,64090618674,68896375041,72028495841,80788621625,84818697871,82904246679,87488935542,89638021831,93301298331
Human capital (constant 2018 US$),NW.HCA.TO,Brazil,BRA,1.02896E+13,1.04938E+13,1.04391E+13,1.09558E+13,1.09825E+13,1.11812E+13,1.1368E+13,1.17248E+13,1.18152E+13,1.21185E+13,1.27914E+13,1.32239E+13,1.403E+13,1.43333E+13,1.45667E+13,1.49929E+13,1.56115E+13,1.5984E+13,1.64344E+13,1.6477E+13,1.55969E+13,1.53781E+13,1.54195E+13,1.54026E+13
Human capital (constant 2018 US$),NW.HCA.TO,Bulgaria,BGR,2.06151E+11,2.04366E+11,2.25624E+11,2.17967E+11,2.27787E+11,2.21756E+11,2.33916E+11,2.47548E+11,2.65035E+11,2.74763E+11,2.84806E+11,2.9719E+11,2.98637E+11,3.36349E+11,3.14549E+11,3.24541E+11,3.26341E+11,3.25545E+11,3.55268E+11,3.49891E+11,3.64853E+11,4.19448E+11,4.27602E+11,4.39589E+11
Human capital (constant 2018 US$),NW.HCA.TO,Burkina Faso,BFA,37639657433,40469199233,42973599680,45524546075,37981189007,39534583381,44186231538,47623171827,48471757386,47690781473,55196600229,56905956931,54308847726,64691231547,61436860851,55492316648,56656293193,60865673646,65081965773,69378175505,71922603822,75846213364,79982969725,85075306603
Human capital (constant 2018 US$),NW.HCA.TO,Burundi,BDI,25260614713,24379162264,24243275795,26176437644,27109865816,26369177587,28150650341,30262876559,30903273725,34393801708,36194218101,29447089339,30830812584,31923549370,33065509126,34914211534,35867279641,37441572116,38864248174,40359352125,39151121385,38285865446,38873153566,39301488154
Human capital (constant 2018 US$),NW.HCA.TO,Cambodia,KHM,31552193558,33430566340,34266384392,37440281260,41343989185,45572304089,48046848038,51084660466,55651834944,60490070920,69640415242,75259675821,85344935144,95942711337,1.04299E+11,1.05571E+11,1.1386E+11,1.2355E+11,1.33729E+11,1.43184E+11,1.53729E+11,1.63754E+11,1.73247E+11,1.84801E+11
Human capital (constant 2018 US$),NW.HCA.TO,Cameroon,CMR,1.35811E+11,1.39341E+11,1.44258E+11,1.49651E+11,1.55111E+11,1.58259E+11,1.64946E+11,1.87336E+11,1.97377E+11,2.1315E+11,2.16864E+11,2.23921E+11,2.33387E+11,2.25853E+11,2.31111E+11,2.39663E+11,2.50603E+11,2.62065E+11,2.76058E+11,2.89177E+11,3.0214E+11,3.17762E+11,3.30381E+11,3.45442E+11
Human capital (constant 2018 US$),NW.HCA.TO,Canada,CAN,1.24612E+13,1.24279E+13,1.27419E+13,1.31946E+13,1.32497E+13,1.34798E+13,1.36521E+13,1.3915E+13,1.41129E+13,1.44192E+13,1.48227E+13,1.55338E+13,1.67036E+13,1.66882E+13,1.71426E+13,1.70597E+13,1.72737E+13,1.78184E+13,1.8187E+13,1.84315E+13,1.9268E+13,1.91091E+13,1.9435E+13,1.97535E+13
Human capital (constant 2018 US$),NW.HCA.TO,Central African Republic,CAF,4664238686,4372757389,4419430299,4548382919,4912543271,4834082666,5041352611,5205138736,4864153401,5173604033,5266689580,3907414532,4122755683,4269188350,4670800068,4871660896,5102873187,5389778481,3561162923,3653548520,3796013943,3999732001,4233852013,4436055543
Human capital (constant 2018 US$),NW.HCA.TO,Chad,TCD,20035438013,21911256804,23351336472,25653386725,25006198720,25976956913,31179515419,31454898517,34228604575,34901688201,36792230830,37867672461,37886657147,39219258005,46987337217,48298512617,54052556693,59727480052,62925720274,68524112338,70241636107,72623634241,65075689386,70490887252
Human capital (constant 2018 US$),NW.HCA.TO,Chile,CHL,8.2275E+11,8.77272E+11,9.73018E+11,1.05482E+12,1.09757E+12,1.11235E+12,1.20104E+12,1.22203E+12,1.3269E+12,1.36936E+12,1.35531E+12,1.29117E+12,1.2802E+12,1.47069E+12,1.47818E+12,1.65498E+12,1.74546E+12,1.86067E+12,1.92469E+12,1.91989E+12,1.94828E+12,2.16724E+12,2.17914E+12,2.25629E+12
Human capital (constant 2018 US$),NW.HCA.TO,China,CHN,3.07911E+13,3.45751E+13,3.68932E+13,4.00899E+13,4.33816E+13,4.55266E+13,4.82374E+13,5.32781E+13,5.80404E+13,6.13111E+13,6.79114E+13,7.41024E+13,8.38284E+13,8.18003E+13,9.49218E+13,1.01797E+14,1.10743E+14,1.19809E+14,1.30592E+14,1.40072E+14,1.50185E+14,1.58894E+14,1.67936E+14,1.77831E+14
Human capital (constant 2018 US$),NW.HCA.TO,Colombia,COL,1.26371E+12,1.32267E+12,1.33435E+12,1.3309E+12,1.23446E+12,1.28861E+12,1.31749E+12,1.29568E+12,1.30867E+12,1.3929E+12,1.42442E+12,1.64972E+12,1.81235E+12,1.80707E+12,1.92349E+12,2.10338E+12,2.19031E+12,2.32591E+12,2.47062E+12,2.61193E+12,2.78665E+12,2.79582E+12,2.71676E+12,2.7711E+12
Human capital (constant 2018 US$),NW.HCA.TO,Comoros,COM,4338612860,4249210843,4472509959,4561404567,4663664094,5261481829,5442424108,5647364910,5681060082,5720116931,5792423309,5726550139,5614693843,5938189174,6058217663,6411014797,6639770220,6824064495,7175652473,7305471287,7449898684,7743628184,8003029589,8267031634
Human capital (constant 2018 US$),NW.HCA.TO,Congo,COG,51818637694,50336796947,46083534455,53504765825,48152332746,47061739092,52432240502,57073506324,58164485327,57414901548,58746359628,58809425153,57191427322,60382468746,64440482645,71958554452,74019853188,77011943853,79244930727,84816292956,86388825943,85776011440,83162147578,84873747308
Human capital (constant 2018 US$),NW.HCA.TO,Costa Rica,CRI,1.70079E+11,1.70965E+11,1.88983E+11,2.00117E+11,2.05899E+11,2.16749E+11,2.33259E+11,2.3873E+11,2.63461E+11,2.5879E+11,2.99885E+11,3.10586E+11,3.31447E+11,3.62149E+11,3.60458E+11,4.04258E+11,4.15464E+11,4.33345E+11,4.57842E+11,4.71337E+11,4.85056E+11,5.18154E+11,5.89431E+11,6.01387E+11
Human capital (constant 2018 US$),NW.HCA.TO,Côte d'Ivoire,CIV,1.49818E+11,1.64574E+11,1.606E+11,1.67994E+11,1.76148E+11,1.7997E+11,1.67627E+11,1.58605E+11,1.65867E+11,1.61541E+11,1.69097E+11,1.73234E+11,1.75833E+11,1.66049E+11,1.70634E+11,1.85046E+11,1.64477E+11,1.79698E+11,1.85738E+11,2.02583E+11,2.21464E+11,2.38477E+11,2.57808E+11,2.76475E+11
Human capital (constant 2018 US$),NW.HCA.TO,Croatia,HRV,2.13742E+11,2.30242E+11,2.46126E+11,2.58065E+11,2.70205E+11,2.72701E+11,2.70667E+11,2.9038E+11,3.06552E+11,3.12346E+11,3.1999E+11,3.28862E+11,3.43561E+11,3.46628E+11,3.35557E+11,3.2637E+11,3.19903E+11,2.84294E+11,2.60493E+11,2.85977E+11,3.0305E+11,3.21143E+11,3.28894E+11,3.35031E+11
Human capital (constant 2018 US$),NW.HCA.TO,Czech Republic,CZE,7.96148E+11,8.41205E+11,8.49887E+11,8.10399E+11,8.18875E+11,8.48691E+11,8.64661E+11,8.92851E+11,9.22121E+11,9.42729E+11,9.86637E+11,1.02394E+12,1.10644E+12,1.2091E+12,1.07673E+12,1.15616E+12,1.19722E+12,1.20085E+12,1.21805E+12,1.30512E+12,1.4023E+12,1.42069E+12,1.50137E+12,1.53976E+12
Human capital (constant 2018 US$),NW.HCA.TO,Dem. Rep. Congo,COD,1.75277E+11,1.70384E+11,1.61765E+11,1.59303E+11,1.53962E+11,1.42396E+11,1.384E+11,1.43451E+11,1.48602E+11,1.56179E+11,1.65548E+11,1.66489E+11,1.74516E+11,1.83509E+11,1.92854E+11,2.11708E+11,2.24886E+11,2.38558E+11,2.59568E+11,2.87607E+11,3.10292E+11,3.20728E+11,3.42187E+11,3.65008E+11
Human capital (constant 2018 US$),NW.HCA.TO,Denmark,DNK,1.84088E+12,1.88703E+12,1.91079E+12,1.96865E+12,1.97892E+12,1.97327E+12,2.01689E+12,2.01796E+12,2.01689E+12,2.01702E+12,2.19758E+12,2.22921E+12,2.23623E+12,2.08211E+12,2.14637E+12,2.23536E+12,2.31139E+12,2.16771E+12,2.13191E+12,2.20582E+12,2.3723E+12,2.70614E+12,2.7662E+12,2.82708E+12
Human capital (constant 2018 US$),NW.HCA.TO,Djibouti,DJI,3277237104,3287568527,3092411937,3125915661,3152601935,3159249089,3232539197,3250386234,3363943917,3559675495,3675422204,3847164376,4185339375,4891847537,5112231669,5491623326,5865572463,6392485993,9532087399,10118589010,10903966920,11566508065,11936399771,12731060520
Human capital (constant 2018 US$),NW.HCA.TO,Dominican Republic,DOM,2.45543E+11,2.61879E+11,2.2883E+11,2.96263E+11,3.04108E+11,3.03468E+11,2.87004E+11,2.83138E+11,2.85847E+11,2.84375E+11,2.84097E+11,3.17628E+11,3.20434E+11,3.1465E+11,3.5179E+11,3.43446E+11,3.76267E+11,4.09632E+11,3.99043E+11,4.48664E+11,4.72882E+11,5.00462E+11,5.22085E+11,5.55686E+11
Human capital (constant 2018 US$),NW.HCA.TO,Ecuador,ECU,2.99301E+11,3.24188E+11,3.44871E+11,3.6293E+11,3.6519E+11,4.31744E+11,4.18017E+11,4.43563E+11,4.71769E+11,5.39387E+11,6.04442E+11,6.61243E+11,7.06259E+11,7.70096E+11,7.8504E+11,8.86128E+11,9.72809E+11,9.79412E+11,1.02163E+12,1.02181E+12,9.98944E+11,1.00874E+12,1.02779E+12,1.16598E+12
Human capital (constant 2018 US$),NW.HCA.TO,Egypt,EGY,5.27839E+11,5.5363E+11,5.88878E+11,6.14787E+11,6.51771E+11,7.09523E+11,7.26545E+11,7.30383E+11,7.46965E+11,7.31142E+11,7.77043E+11,8.16586E+11,7.87136E+11,8.0131E+11,8.79192E+11,9.57566E+11,1.04054E+12,9.4458E+11,1.07021E+12,1.12987E+12,1.17062E+12,1.18658E+12,1.22434E+12,1.27536E+12
Human capital (constant 2018 US$),NW.HCA.TO,El Salvador,SLV,80286769162,83024108592,1.11805E+11,1.137E+11,1.21498E+11,1.18309E+11,1.13352E+11,1.14855E+11,1.10547E+11,1.10143E+11,1.10002E+11,1.19244E+11,1.27483E+11,1.34808E+11,1.35379E+11,1.36389E+11,1.40387E+11,1.44148E+11,1.4367E+11,1.45566E+11,1.55447E+11,1.4059E+11,1.50965E+11,1.53711E+11
Human capital (constant 2018 US$),NW.HCA.TO,Estonia,EST,86109359726,90437181400,99637322789,1.02102E+11,99058201441,1.07184E+11,1.10474E+11,1.1731E+11,1.25968E+11,1.36021E+11,1.50906E+11,1.69392E+11,1.90227E+11,1.88199E+11,1.57711E+11,1.47504E+11,1.52647E+11,1.65584E+11,1.66299E+11,1.71546E+11,1.81E+11,1.89483E+11,1.98304E+11,2.07958E+11
Human capital (constant 2018 US$),NW.HCA.TO,Eswatini,SWZ,17679559574,17912760674,17995072163,17806297651,17649604264,17180011535,18000579499,18057530447,18277861125,18596266223,19730212160,21417242257,22882113523,23417552681,24058757849,25523247388,26670648756,28259367391,29885050317,30868503452,32302139870,33337215985,34239654027,35078065673
Human capital (constant 2018 US$),NW.HCA.TO,Ethiopia,ETH,1.19885E+11,1.3574E+11,1.40059E+11,1.36602E+11,1.42126E+11,1.53163E+11,1.6967E+11,1.72735E+11,1.6796E+11,1.86651E+11,2.09269E+11,2.28396E+11,2.54102E+11,2.84579E+11,3.2183E+11,3.62499E+11,4.04556E+11,4.42105E+11,4.95202E+11,5.5096E+11,6.15058E+11,6.79357E+11,7.53021E+11,8.1378E+11
Human capital (constant 2018 US$),NW.HCA.TO,Finland,FIN,1.17827E+12,1.21509E+12,1.2439E+12,1.28569E+12,1.34227E+12,1.402E+12,1.42316E+12,1.44302E+12,1.4628E+12,1.50096E+12,1.65542E+12,1.63236E+12,1.69149E+12,1.82413E+12,1.71022E+12,1.78171E+12,1.87674E+12,1.9839E+12,1.93933E+12,1.90382E+12,1.87779E+12,1.84554E+12,1.8535E+12,1.88669E+12
Human capital (constant 2018 US$),NW.HCA.TO,France,FRA,1.62303E+13,1.64145E+13,1.65659E+13,1.6893E+13,1.75662E+13,1.81128E+13,1.84613E+13,1.87173E+13,1.87515E+13,1.89606E+13,1.90179E+13,1.89662E+13,1.87668E+13,1.98406E+13,1.93339E+13,2.00296E+13,2.06042E+13,2.09175E+13,2.11874E+13,2.10744E+13,2.15815E+13,2.2019E+13,2.24829E+13,2.279E+13
Human capital (constant 2018 US$),NW.HCA.TO,Gabon,GAB,30344773782,30785047961,31776929192,31505500111,29831940291,28607484407,29161016768,30297738622,31976485604,30221517790,27516993842,27405783045,28784413834,28286365731,27838302313,29479340576,32038941590,33921422616,36131899461,37759373091,39143525949,39999385313,40761198810,40452213586
Human capital (constant 2018 US$),NW.HCA.TO,Georgia,GEO,27130393819,32612707936,34261579243,35535791397,30429603295,32092443366,30810008911,26474047312,22999592734,21302947307,22923711136,22670016817,27475689688,33145605497,39769313266,39134329395,45141017273,51313035024,61454144406,61797713689,61865909930,63698595733,64234081810,67352731527
Human capital (constant 2018 US$),NW.HCA.TO,Germany,DEU,2.20575E+13,2.19496E+13,2.17168E+13,2.17469E+13,2.20251E+13,2.27697E+13,2.26181E+13,2.23174E+13,2.20189E+13,2.17969E+13,2.15881E+13,2.47203E+13,2.46886E+13,2.53882E+13,2.52576E+13,2.58624E+13,2.75584E+13,2.90909E+13,2.91606E+13,2.95748E+13,2.98152E+13,3.03647E+13,3.12127E+13,3.16502E+13
Human capital (constant 2018 US$),NW.HCA.TO,Ghana,GHA,1.45336E+11,1.46794E+11,1.56623E+11,1.64568E+11,1.70544E+11,1.74828E+11,1.8289E+11,1.9185E+11,1.99322E+11,2.07456E+11,2.17313E+11,2.57529E+11,2.55005E+11,2.75951E+11,2.96095E+11,3.12547E+11,3.61933E+11,4.01642E+11,4.32024E+11,4.27955E+11,4.42392E+11,4.62463E+11,5.03241E+11,5.34363E+11
Human capital (constant 2018 US$),NW.HCA.TO,Greece,GRC,8.68829E+11,8.791E+11,9.36556E+11,9.83421E+11,1.03204E+12,1.0647E+12,1.11325E+12,1.22498E+12,1.30496E+12,1.34072E+12,1.35957E+12,1.41749E+12,1.43354E+12,1.40668E+12,1.3786E+12,1.28492E+12,1.11107E+12,9.76007E+11,8.89978E+11,8.75827E+11,9.02532E+11,9.49957E+11,9.58361E+11,9.61667E+11
Human capital (constant 2018 US$),NW.HCA.TO,Guatemala,GTM,2.11779E+11,2.19393E+11,2.28901E+11,2.40402E+11,2.50835E+11,2.59924E+11,2.3064E+11,2.33701E+11,2.33152E+11,2.58383E+11,2.827E+11,2.96188E+11,2.92255E+11,3.01262E+11,3.03711E+11,3.11582E+11,3.18747E+11,3.29547E+11,3.42693E+11,3.58091E+11,3.72638E+11,3.82459E+11,3.93417E+11,4.0479E+11
Human capital (constant 2018 US$),NW.HCA.TO,Guinea,GIN,3104155404,3239690880,3093357077,3264685598,3309671836,3321494303,3434759958,3456958510,3797094746,3813767366,3845773130,3856880128,4349406286,4253463153,4865380863,4833752157,5235333272,5138754847,6231409786,6401954712,6685821413,7448390543,8248159460,8290114551
Human capital (constant 2018 US$),NW.HCA.TO,Guyana,GUY,10734007159,11512435155,12456925374,12094357284,12617429454,12071542011,12394531158,12460310773,12355758464,12037784106,11687773386,12305096877,12711592035,13294093208,13821810813,14264848737,14979022884,15594671560,16755992435,17352850925,17998442081,18578009415,18680544040,19095979708
Human capital (constant 2018 US$),NW.HCA.TO,Haiti,HTI,41246945989,42742112402,44098555878,46232941665,47306137720,47946440986,48263237996,38392329656,38873385622,37104766854,37648208223,38496658825,40050194392,41158280170,43604473160,41937287177,43931226451,45381731229,47538433757,48822730552,49580808908,49998461782,50721096266,51125700569
Human capital (constant 2018 US$),NW.HCA.TO,Honduras,HND,68278678364,75069514175,80451139564,83383497089,91978638929,89518666859,93096441490,1.09616E+11,1.21486E+11,1.20326E+11,1.31603E+11,1.6516E+11,1.74089E+11,1.83764E+11,1.81045E+11,1.66042E+11,1.6647E+11,1.66165E+11,1.67835E+11,1.61987E+11,1.66539E+11,1.75197E+11,1.74266E+11,1.78906E+11
Human capital (constant 2018 US$),NW.HCA.TO,Hungary,HUN,5.38004E+11,5.32044E+11,5.33998E+11,5.45817E+11,5.55088E+11,5.9455E+11,6.26771E+11,6.3345E+11,6.72896E+11,7.00294E+11,7.36314E+11,8.54754E+11,8.65997E+11,8.57956E+11,7.64481E+11,7.61604E+11,7.81039E+11,7.78225E+11,8.16264E+11,8.36409E+11,8.69137E+11,9.05218E+11,9.33375E+11,9.79014E+11
Human capital (constant 2018 US$),NW.HCA.TO,Iceland,ISL,1.37237E+11,1.41413E+11,1.43898E+11,1.5313E+11,1.5638E+11,1.64362E+11,1.65341E+11,1.65895E+11,1.72355E+11,1.8111E+11,2.08416E+11,2.10306E+11,2.24082E+11,2.16154E+11,1.71762E+11,1.71275E+11,1.81469E+11,1.85598E+11,2.06408E+11,1.72898E+11,1.92108E+11,2.07791E+11,2.14498E+11,2.22862E+11
Human capital (constant 2018 US$),NW.HCA.TO,India,IND,5.75865E+12,6.15599E+12,6.4232E+12,6.70454E+12,7.07402E+12,7.62098E+12,7.91312E+12,7.81792E+12,8.3172E+12,8.64465E+12,1.00413E+13,1.03774E+13,1.11133E+13,1.1046E+13,1.21317E+13,1.29309E+13,1.36081E+13,1.42262E+13,1.51808E+13,1.6375E+13,1.71106E+13,1.87571E+13,2.00035E+13,2.11557E+13
Human capital (constant 2018 US$),NW.HCA.TO,Indonesia,IDN,3.61901E+12,3.88821E+12,4.07779E+12,3.48872E+12,3.4867E+12,3.21349E+12,2.39951E+12,2.52275E+12,3.58973E+12,3.76524E+12,3.98181E+12,4.26436E+12,4.88506E+12,5.18557E+12,5.6518E+12,6.07473E+12,5.02396E+12,5.23069E+12,5.48743E+12,6.04501E+12,6.25929E+12,6.51382E+12,6.79095E+12,7.09109E+12
Human capital (constant 2018 US$),NW.HCA.TO,Iran,IRN,1.38886E+12,1.397E+12,1.46557E+12,1.61351E+12,1.46058E+12,1.50793E+12,1.54341E+12,1.45652E+12,1.48318E+12,1.5285E+12,1.54491E+12,1.62282E+12,1.54694E+12,1.59286E+12,1.77382E+12,1.81624E+12,1.74104E+12,1.69544E+12,1.62934E+12,1.79975E+12,2.03017E+12,2.2572E+12,2.30931E+12,2.07071E+12
Human capital (constant 2018 US$),NW.HCA.TO,Iraq,IRQ,93925276889,96837814861,1.10036E+11,1.51058E+11,1.12851E+11,85077592795,1.28056E+11,1.47718E+11,1.45134E+11,2.43766E+11,2.34617E+11,2.75661E+11,2.89875E+11,3.40034E+11,4.3712E+11,4.29981E+11,4.62428E+11,5.26311E+11,5.62472E+11,5.61504E+11,5.78927E+11,6.66958E+11,6.53065E+11,6.54199E+11
Human capital (constant 2018 US$),NW.HCA.TO,Ireland,IRL,9.47469E+11,9.903E+11,1.04901E+12,1.10956E+12,1.16578E+12,1.23767E+12,1.27536E+12,1.25841E+12,1.31764E+12,1.41719E+12,1.53353E+12,1.73946E+12,1.89175E+12,1.84158E+12,1.59444E+12,1.46811E+12,1.39394E+12,1.34544E+12,1.35993E+12,1.43551E+12,1.46135E+12,1.53607E+12,1.60193E+12,1.73034E+12
Human capital (constant 2018 US$),NW.HCA.TO,Italy,ITA,1.07285E+13,1.08672E+13,1.10541E+13,1.06175E+13,1.07672E+13,1.09007E+13,1.1071E+13,1.11207E+13,1.11705E+13,1.1191E+13,1.14907E+13,1.19548E+13,1.21994E+13,1.24731E+13,1.19654E+13,1.1827E+13,1.19317E+13,1.16014E+13,1.14434E+13,1.08542E+13,1.17638E+13,1.15197E+13,1.16303E+13,1.16335E+13
Human capital (constant 2018 US$),NW.HCA.TO,Jamaica,JAM,82161366115,83952131289,83840438374,82084658801,82331184409,84546061124,83727724855,95451518343,1.00384E+11,99613784763,98996616331,1.02271E+11,1.03651E+11,1.05507E+11,1.01276E+11,97459969340,99418517380,99483648718,99480082778,99013628923,98801177224,99188864698,98427201217,1.00207E+11
Human capital (constant 2018 US$),NW.HCA.TO,Japan,JPN,3.99396E+13,4.05813E+13,4.15503E+13,4.10794E+13,4.05877E+13,4.0776E+13,4.05685E+13,3.97892E+13,3.97805E+13,3.97601E+13,3.61405E+13,3.64294E+13,3.66539E+13,3.69765E+13,3.54364E+13,3.59163E+13,3.64741E+13,3.67718E+13,3.69414E+13,3.70736E+13,3.69915E+13,3.76165E+13,3.83254E+13,3.82691E+13
Human capital (constant 2018 US$),NW.HCA.TO,Jordan,JOR,83185064661,83416499462,88635669327,89609243811,92002129190,95518891203,97160165187,1.05034E+11,1.10233E+11,1.18386E+11,1.29943E+11,1.37614E+11,1.53457E+11,1.47982E+11,1.72235E+11,1.68155E+11,1.70579E+11,1.67427E+11,1.6222E+11,1.63817E+11,1.66992E+11,1.69438E+11,1.72049E+11,1.74146E+11
Human capital (constant 2018 US$),NW.HCA.TO,Kazakhstan,KAZ,3.9402E+11,4.05397E+11,4.11342E+11,3.7687E+11,3.7288E+11,3.73189E+11,4.25551E+11,4.13195E+11,4.73989E+11,5.02187E+11,5.37978E+11,5.53368E+11,7.09748E+11,6.87351E+11,7.02932E+11,7.48417E+11,7.55358E+11,7.89543E+11,7.98666E+11,8.43516E+11,8.8443E+11,8.23804E+11,8.5068E+11,8.70518E+11
Human capital (constant 2018 US$),NW.HCA.TO,Kenya,KEN,2.66254E+11,2.5072E+11,2.5435E+11,2.6457E+11,2.75838E+11,2.73985E+11,2.80556E+11,2.80085E+11,2.89163E+11,2.98949E+11,3.14885E+11,3.41684E+11,3.66919E+11,3.6513E+11,3.94187E+11,4.56771E+11,4.90199E+11,5.15145E+11,5.5507E+11,6.00936E+11,6.55437E+11,7.00812E+11,7.41076E+11,7.84245E+11
